time_ms,rpm,tps,oil_pressure,temperature,turbo_pressure
179808,7190,13,5.000,89.67,-0.550
179820,7200,45,5.000,89.82,-0.179
179832,7020,0,4.893,89.97,-0.400
179844,7200,53,5.000,89.77,-0.042
179856,7200,7,4.988,89.92,-0.483
179868,7200,3,4.929,89.72,-0.564
179880,7020,0,4.837,89.87,-0.485
179892,7132,32,4.973,89.67,-0.110
179904,6952,0,4.809,89.82,-0.542
179916,6772,0,4.798,89.97,-0.437
179928,6592,0,4.576,89.77,-0.427
179940,6641,14,4.708,89.92,-0.396
179952,6672,9,4.645,89.72,-0.455
179964,6492,0,4.633,89.87,-0.485
179976,6312,0,4.516,89.67,-0.546
179988,6585,78,4.754,89.82,-0.179
180000,6592,2,4.658,89.97,-0.477
180012,6631,11,4.691,89.77,-0.514
180024,6851,63,4.817,89.92,-0.154
180036,6923,47,4.835,89.72,0.231
180048,6962,11,4.909,89.87,-0.537
180060,6782,0,4.694,89.67,-0.414
180072,6817,10,4.725,89.82,-0.438
180084,6637,0,4.702,89.97,-0.540
180096,6457,0,4.629,89.77,-0.549
180108,6277,0,4.404,89.92,-0.539
180120,6413,39,4.656,89.72,-0.154
180132,6233,0,4.495,89.87,-0.552
180144,6429,56,4.634,89.67,-0.162
180156,6249,0,4.492,89.82,-0.468
180168,6400,43,4.525,89.97,-0.089
180180,6438,11,4.621,89.77,-0.486
180192,6258,0,4.477,89.92,-0.419
180204,6078,0,4.334,89.72,-0.578
180216,5898,0,4.362,89.87,-0.536
180228,5923,7,4.176,89.67,-0.453
180240,6255,95,4.482,89.82,-0.098
180252,6075,0,4.378,89.97,-0.521
180264,5895,0,4.311,89.77,-0.427
180276,5902,2,4.283,89.92,-0.570
180288,6014,32,4.367,89.72,-0.212
180300,6067,15,4.326,89.87,-0.544
180312,5887,0,4.231,89.67,-0.539
180324,5707,0,4.172,89.82,-0.508
180336,5527,0,4.065,89.97,-0.518
180348,5593,19,4.106,89.77,-0.405
180360,5611,5,4.106,89.92,-0.479
180372,5431,0,4.037,89.72,-0.407
180384,5251,0,3.895,89.87,-0.423
180396,5363,32,3.990,89.67,-0.068
180408,5408,13,4.008,89.82,-0.503
180420,5468,17,4.079,89.97,-0.562
180432,5288,0,3.976,89.77,-0.583
180444,5564,79,4.151,89.92,-0.198
180456,5613,14,4.134,89.72,-0.514
180468,5433,0,4.028,89.87,-0.446
180480,5479,13,4.027,89.67,-0.593
180492,5299,0,3.961,89.82,-0.553
180504,5119,0,3.878,89.97,-0.468
180516,5266,42,3.981,89.77,-0.095
180528,5308,12,3.924,89.92,-0.552
180540,5448,40,4.128,89.72,-0.186
180552,5462,4,4.060,89.87,-0.403
180564,5282,0,3.915,89.67,-0.403
180576,5102,0,3.823,89.82,-0.404
180588,5112,3,3.844,89.97,-0.562
180600,5154,12,3.873,89.77,-0.485
180612,4974,0,3.851,89.92,-0.540
180624,5030,16,3.796,89.72,-0.551
180636,5251,63,3.834,89.87,-0.192
180648,5289,11,4.024,89.67,-0.463
180660,5345,16,4.005,89.82,-0.488
180672,5165,0,3.881,89.97,-0.499
180684,4985,0,3.833,89.77,-0.574
180696,5020,10,3.838,89.92,-0.564
180708,5087,19,3.774,89.72,-0.538
180720,5094,2,3.872,89.87,-0.551
180732,5132,11,3.856,89.67,-0.416
180744,5150,5,3.774,89.82,-0.573
180756,5447,85,4.021,89.97,-0.218
180768,5496,14,4.160,89.77,-0.407
180780,5316,0,4.058,89.92,-0.515
180792,5659,98,4.126,89.72,-0.152
180804,5677,5,4.179,89.87,-0.454
180816,5729,15,4.172,89.67,-0.607
180828,5549,0,4.179,89.82,-0.617
180840,5591,12,4.234,89.97,-0.603
180852,5411,0,4.028,89.77,-0.571
180864,5231,0,3.861,89.92,-0.420
180876,5051,0,3.795,89.72,-0.577
180888,5111,17,3.812,89.87,-0.421
180900,5415,87,4.007,89.67,-0.036
180912,5482,19,3.975,89.82,-0.593
180924,5790,88,4.309,89.97,-0.216
180936,5610,0,4.103,89.77,-0.481
180948,5430,0,4.076,89.92,-0.564
180960,5468,11,4.014,89.72,-0.428
180972,5815,99,4.225,89.87,-0.057
180984,5836,6,4.232,89.67,-0.472
180996,6088,72,4.382,89.82,-0.099
181008,5908,0,4.294,89.97,-0.396
181020,5728,0,4.151,89.77,-0.432
181032,5770,12,4.159,89.92,-0.524
181044,5948,51,4.359,89.72,-0.143
181056,5955,2,4.230,89.87,-0.381
181068,5990,10,4.336,89.67,-0.549
181080,6018,8,4.439,89.82,-0.521
181092,5838,0,4.276,89.97,-0.537
181104,5658,0,4.111,89.77,-0.459
181116,5478,0,3.963,89.92,-0.480
181128,5503,7,4.108,89.72,-0.478
181140,5555,15,4.053,89.87,-0.472
181152,5375,0,4.015,89.67,-0.507
181164,5195,0,3.919,89.82,-0.596
181176,5216,6,3.928,89.97,-0.491
181188,5036,0,3.813,89.77,-0.612
181200,5061,7,3.749,89.92,-0.581
181212,4881,0,3.750,89.72,-0.469
181224,5108,65,3.900,89.87,-0.093
181236,5184,41,3.982,89.67,0.254
181248,5191,2,3.847,89.82,-0.544
181260,5223,9,3.861,89.97,-0.575
181272,5513,83,4.054,89.77,-0.205
181284,5333,0,3.940,89.92,-0.572
181296,5365,9,4.047,89.72,-0.539
181308,5185,0,3.892,89.87,-0.416
181320,5367,52,3.977,89.67,-0.058
181332,5187,0,3.845,89.82,-0.455
181344,5239,15,3.894,89.97,-0.566
181356,5059,0,3.764,89.77,-0.558
181368,5094,10,3.867,89.92,-0.522
181380,5115,6,3.829,89.72,-0.500
181392,5154,11,3.927,89.87,-0.530
181404,5476,92,4.134,89.67,-0.176
181416,5296,0,4.000,89.82,-0.431
181428,5116,0,3.852,89.97,-0.432
181440,5154,11,3.834,89.77,-0.597
181452,4974,0,3.824,89.92,-0.594
181464,5041,19,3.829,89.72,-0.411
181476,5069,8,3.824,89.87,-0.518
181488,5118,14,3.816,89.67,-0.570
181500,4938,0,3.701,89.82,-0.567
181512,4955,5,3.735,89.97,-0.433
181524,4990,10,3.784,89.77,-0.513
181536,4810,0,3.670,89.92,-0.552
181548,4828,5,3.721,89.72,-0.578
181560,4894,19,3.798,89.87,-0.426
181572,4926,9,3.648,89.67,-0.461
181584,4746,0,3.590,89.82,-0.561
181596,4781,10,3.612,89.97,-0.517
181608,4830,14,3.681,89.77,-0.466
181620,4650,0,3.691,89.92,-0.551
181632,4664,4,3.678,89.72,-0.446
181644,4484,0,3.491,89.72,-0.566
181656,4536,15,3.467,89.87,-0.591
181668,4596,17,3.546,89.67,-0.472
181680,4662,19,3.589,89.82,-0.448
181692,4482,0,3.463,89.82,-0.449
181704,4517,10,3.541,89.97,-0.429
181716,4337,0,3.406,89.97,-0.403
181728,4157,0,3.417,89.97,-0.526
181740,4469,89,3.475,89.97,-0.144
181752,4289,0,3.321,89.97,-0.519
181764,4621,95,3.609,89.77,-0.114
181776,4684,18,3.584,89.92,-0.587
181788,4702,5,3.589,89.72,-0.440
181800,4719,5,3.548,89.87,-0.458
181812,5013,84,3.807,89.67,-0.115
181824,4833,0,3.655,89.82,-0.442
181836,4653,0,3.586,89.97,-0.443
181848,4473,0,3.477,89.97,-0.589
181860,4477,1,3.434,89.97,-0.403
181872,4540,18,3.493,89.77,-0.476
181884,4603,18,3.562,89.92,-0.443
181896,4423,0,3.506,89.92,-0.568
181908,4451,8,3.451,89.92,-0.449
181920,4271,0,3.213,89.92,-0.410
181932,4313,12,3.384,89.92,-0.552
181944,4344,9,3.379,89.92,-0.598
181956,4383,11,3.416,89.92,-0.593
181968,4400,5,3.429,89.92,-0.458
181980,4220,0,3.415,89.92,-0.480
181992,4346,36,3.563,89.92,-0.109
182004,4409,18,3.418,89.92,-0.481
182016,4437,8,3.481,89.92,-0.395
182028,4486,14,3.442,89.92,-0.449
182040,4306,0,3.463,89.92,-0.537
182052,4126,0,3.301,89.92,-0.578
182064,3946,0,3.129,89.92,-0.517
182076,3988,12,3.213,89.92,-0.548
182088,4296,88,3.407,89.92,-0.165
182100,4116,0,3.273,89.92,-0.587
182112,4179,18,3.265,89.92,-0.441
182124,4207,8,3.349,89.92,-0.551
182136,4431,64,3.429,89.92,-0.170
182148,4518,67,3.472,89.72,0.193
182160,4546,8,3.532,89.87,-0.408
182172,4865,91,3.721,89.67,-0.075
182184,4907,12,3.745,89.82,-0.517
182196,4949,12,3.726,89.97,-0.428
182208,5012,18,3.839,89.77,-0.570
182220,5285,78,3.932,89.92,-0.215
182232,5105,0,3.847,89.72,-0.566
182244,5154,14,3.846,89.87,-0.454
182256,4974,0,3.771,89.67,-0.464
182268,4977,1,3.706,89.82,-0.595
182280,4797,0,3.700,89.97,-0.498
182292,4983,53,3.723,89.77,-0.124
182304,4803,0,3.575,89.92,-0.547
182316,4855,15,3.810,89.72,-0.403
182328,4988,38,3.786,89.87,-0.055
182340,5030,12,3.838,89.67,-0.573
182352,5048,5,3.780,89.82,-0.412
182364,4868,0,3.580,89.97,-0.551
182376,4688,0,3.616,89.77,-0.418
182388,4751,18,3.655,89.92,-0.469
182400,5069,91,3.915,89.72,-0.089
182412,5101,9,3.793,89.87,-0.415
182424,4921,0,3.818,89.67,-0.411
182436,4959,11,3.838,89.82,-0.429
182448,5012,15,3.726,89.97,-0.471
182460,5040,8,3.904,89.77,-0.464
182472,5092,15,3.801,89.92,-0.453
182484,5159,19,3.896,89.72,-0.521
182496,5369,60,3.898,89.87,-0.147
182508,5493,77,4.039,89.67,0.226
182520,5313,0,3.875,89.82,-0.582
182532,5638,93,4.110,89.97,-0.227
182544,5458,0,4.133,89.77,-0.471
182556,5507,14,4.094,89.92,-0.501
182568,5528,6,3.982,89.72,-0.439
182580,5348,0,3.944,89.87,-0.510
182592,5168,0,3.926,89.67,-0.435
182604,5231,18,3.878,89.82,-0.583
182616,5375,41,3.925,89.97,-0.211
182628,5466,88,4.044,89.77,0.134
182640,5286,0,4.012,89.92,-0.507
182652,5290,1,3.946,89.72,-0.443
182664,5356,19,3.946,89.87,-0.518
182676,5381,7,3.989,89.67,-0.494
182688,5201,0,3.946,89.82,-0.497
182700,5021,0,3.758,89.97,-0.527
182712,5147,36,3.869,89.77,-0.140
182724,5171,7,3.853,89.92,-0.421
182736,4991,0,3.748,89.72,-0.439
182748,4811,0,3.697,89.87,-0.535
182760,5147,96,3.894,89.67,-0.175
182772,5207,17,3.843,89.82,-0.449
182784,5420,61,4.038,89.97,-0.083
182796,5240,0,3.971,89.77,-0.479
182808,5060,0,3.762,89.92,-0.466
182820,5179,34,3.909,89.72,-0.113
182832,5320,77,3.939,89.87,0.263
182844,5615,67,4.090,89.67,0.633
182856,5661,13,4.191,89.82,-0.537
182868,5801,40,4.149,89.97,-0.211
182880,5822,6,4.188,89.77,-0.497
182892,5642,0,4.093,89.92,-0.563
182904,5796,44,4.238,89.72,-0.202
182916,5911,93,4.340,89.87,0.174
182928,5953,12,4.347,89.67,-0.545
182940,6107,44,4.438,89.82,-0.203
182952,6214,89,4.524,89.97,0.164
182964,6034,0,4.321,89.77,-0.490
182976,5854,0,4.295,89.92,-0.578
182988,5868,4,4.274,89.72,-0.552
183000,5878,3,4.276,89.87,-0.474
183012,5698,0,4.107,89.67,-0.548
183024,5518,0,4.073,89.82,-0.472
183036,5522,1,4.103,89.97,-0.477
183048,5560,11,4.008,89.77,-0.420
183060,5380,0,4.033,89.92,-0.419
183072,5200,0,3.805,89.72,-0.401
183084,5221,6,3.851,89.87,-0.538
183096,5340,34,3.934,89.67,-0.153
183108,5358,5,3.959,89.82,-0.467
183120,5361,1,3.944,89.97,-0.544
183132,5680,91,4.186,89.77,-0.193
183144,5701,6,4.125,89.92,-0.535
183156,5736,10,4.212,89.72,-0.573
183168,5556,0,4.001,89.87,-0.566
183180,5376,0,3.974,89.67,-0.521
183192,5414,11,4.024,89.82,-0.576
183204,5544,37,4.095,89.97,-0.213
183216,5364,0,4.088,89.77,-0.477
183228,5371,2,3.975,89.92,-0.551
183240,5434,18,4.094,89.72,-0.498
183252,5721,82,4.165,89.87,-0.121
183264,5853,75,4.225,89.67,0.264
183276,6153,69,4.357,89.82,0.617
183288,5973,0,4.328,89.97,-0.441
183300,5987,4,4.377,89.77,-0.537
183312,5807,0,4.205,89.92,-0.539
183324,5845,11,4.206,89.72,-0.448
183336,5859,4,4.283,89.87,-0.416
183348,5679,0,4.088,89.67,-0.498
183360,5746,19,4.202,89.82,-0.529
183372,5809,18,4.312,89.97,-0.461
183384,5629,0,4.080,89.77,-0.457
183396,5755,36,4.280,89.92,-0.117
183408,5575,0,4.069,89.72,-0.455
183420,5617,12,4.150,89.87,-0.433
183432,5437,0,4.084,89.67,-0.550
183444,5257,0,3.943,89.82,-0.584
183456,5313,16,3.884,89.97,-0.579
183468,5344,9,3.959,89.77,-0.439
183480,5407,18,4.001,89.92,-0.438
183492,5449,12,4.046,89.72,-0.453
183504,5269,0,3.997,89.87,-0.522
183516,5089,0,3.725,89.67,-0.539
183528,5096,2,3.837,89.82,-0.519
183540,5163,19,3.897,89.97,-0.403
183552,5205,12,3.892,89.77,-0.580
183564,5488,81,4.087,89.92,-0.206
183576,5513,7,4.104,89.72,-0.591
183588,5621,31,4.110,89.87,-0.225
183600,5628,2,4.113,89.67,-0.405
183612,5670,12,4.073,89.82,-0.509
183624,5490,0,4.032,89.97,-0.610
183636,5310,0,3.893,89.77,-0.533
183648,5377,19,3.969,89.92,-0.481
183660,5440,18,4.038,89.72,-0.490
183672,5478,11,4.051,89.87,-0.382
183684,5534,16,4.123,89.67,-0.568
183696,5354,0,4.011,89.82,-0.458
183708,5174,0,3.875,89.97,-0.519
183720,5395,63,3.966,89.77,-0.159
183732,5433,11,3.994,89.92,-0.472
183744,5253,0,3.972,89.72,-0.393
183756,5274,6,3.896,89.87,-0.541
183768,5094,0,3.897,89.67,-0.503
183780,5157,18,3.972,89.82,-0.496
183792,5164,2,3.883,89.97,-0.428
183804,5185,6,3.882,89.77,-0.462
183816,5005,0,3.750,89.92,-0.474
183828,5191,53,3.915,89.72,-0.089
183840,5011,0,3.769,89.87,-0.399
183852,5067,16,3.863,89.67,-0.595
183864,5277,60,3.928,89.82,-0.242
183876,5357,81,3.979,89.97,0.153
183888,5410,15,4.048,89.77,-0.536
183900,5230,0,3.894,89.92,-0.552
183912,5293,18,3.970,89.72,-0.454
183924,5113,0,3.803,89.87,-0.586
183936,5431,91,3.919,89.67,-0.209
183948,5251,0,3.949,89.82,-0.513
183960,5071,0,3.839,89.97,-0.393
183972,5379,88,3.938,89.77,-0.038
183984,5400,6,4.068,89.92,-0.448
183996,5722,92,4.319,89.72,-0.102
184008,5846,64,4.326,89.87,0.268
184020,5864,5,4.237,89.67,-0.464
184032,5895,9,4.250,89.82,-0.432
184044,5927,9,4.272,89.97,-0.439
184056,6046,34,4.376,89.77,-0.070
184068,5866,0,4.263,89.92,-0.579
184080,5880,4,4.254,89.72,-0.433
184092,5901,6,4.335,89.87,-0.460
184104,5915,4,4.223,89.67,-0.515
184116,6223,88,4.496,89.82,-0.155
184128,6043,0,4.369,89.97,-0.528
184140,6333,83,4.485,89.77,-0.151
184152,6472,97,4.548,89.92,0.192
184164,6292,0,4.525,89.72,-0.476
184176,6460,48,4.565,89.87,-0.101
184188,6492,9,4.679,89.67,-0.494
184200,6495,1,4.619,89.82,-0.548
184212,6667,49,4.698,89.97,-0.169
184224,6487,0,4.633,89.77,-0.509
184236,6307,0,4.418,89.92,-0.421
184248,6611,87,4.581,89.72,-0.056
184260,6625,4,4.706,89.87,-0.432
184272,6755,37,4.781,89.67,-0.057
184284,6762,2,4.707,89.82,-0.532
184296,6582,0,4.670,89.97,-0.508
184308,6402,0,4.456,89.77,-0.504
184320,6745,98,4.735,89.92,-0.124
184332,6808,18,4.789,89.72,-0.472
184344,6962,44,4.901,89.87,-0.087
184356,7053,47,4.946,89.67,0.294
184368,6873,0,4.856,89.82,-0.553
184380,7104,66,4.945,89.97,-0.200
184392,7143,11,4.912,89.77,-0.448
184404,7188,13,5.000,89.92,-0.424
184416,7008,0,4.904,89.72,-0.505
184428,7200,91,5.000,89.87,-0.135
184440,7200,18,5.000,89.67,-0.495
184452,7200,6,4.964,89.82,-0.426
184464,7020,0,4.877,89.97,-0.579
184476,7055,10,4.916,89.77,-0.584
184488,6875,0,4.841,89.92,-0.413
184500,6695,0,4.726,89.72,-0.487
184512,6515,0,4.551,89.87,-0.430
184524,6546,9,4.633,89.67,-0.518
184536,6550,1,4.694,89.82,-0.432
184548,6886,96,4.794,89.97,-0.070
184560,7058,85,4.941,89.77,0.288
184572,7107,14,4.964,89.92,-0.402
184584,7174,19,5.000,89.72,-0.509
184596,7200,10,4.976,89.87,-0.441
184608,7020,0,4.903,89.67,-0.443
184620,6840,0,4.878,89.82,-0.443
184632,7116,79,4.979,89.97,-0.082
184644,7134,5,5.000,89.77,-0.475
184656,6954,0,4.953,89.92,-0.552
184668,7200,96,4.944,89.72,-0.183
184680,7200,19,4.978,89.87,-0.442
184692,7200,15,5.000,89.67,-0.524
184704,7200,2,5.000,89.82,-0.506
184716,7020,0,4.921,89.97,-0.570
184728,7034,4,4.850,89.77,-0.538
184740,7200,52,5.000,89.92,-0.146
184752,7200,71,4.992,89.72,0.196
184764,7200,90,4.941,89.87,0.567
184776,7020,0,4.887,89.67,-0.452
184788,7200,86,4.943,89.82,-0.114
184800,7200,5,4.971,89.97,-0.463
184812,7200,51,5.000,89.77,-0.090
184824,7200,11,5.000,89.92,-0.547
184836,7200,6,5.000,89.72,-0.572
184848,7200,7,5.000,89.87,-0.541
184860,7020,0,4.980,89.67,-0.457
184872,6840,0,4.792,89.82,-0.585
184884,6850,3,4.773,89.97,-0.511
184896,6910,17,4.841,89.77,-0.427
184908,6730,0,4.744,89.92,-0.465
184920,6744,4,4.662,89.72,-0.569
184932,6747,1,4.707,89.87,-0.485
184944,6786,11,4.733,89.67,-0.441
184956,6810,7,4.812,89.82,-0.431
184968,6835,7,4.875,89.97,-0.422
184980,6859,7,4.812,89.77,-0.496
184992,6679,0,4.711,89.92,-0.583
185004,6725,13,4.752,89.72,-0.431
185016,6749,7,4.821,89.87,-0.543
185028,6994,70,4.978,89.67,-0.176
185040,7029,10,4.768,89.82,-0.524
185052,7092,18,4.913,89.97,-0.581
185064,6912,0,4.777,89.77,-0.566
185076,6975,18,4.906,89.92,-0.481
185088,6795,0,4.779,89.72,-0.400
185100,6820,7,4.781,89.87,-0.424
185112,6827,2,4.841,89.67,-0.510
185124,6851,7,4.723,89.82,-0.561
185136,6671,0,4.733,89.97,-0.416
185148,6491,0,4.541,89.77,-0.605
185160,6771,80,4.597,89.92,-0.219
185172,6591,0,4.688,89.72,-0.519
185184,6605,4,4.623,89.87,-0.507
185196,6637,9,4.780,89.67,-0.431
185208,6647,3,4.665,89.82,-0.517
185220,6672,7,4.667,89.97,-0.469
185232,6492,0,4.671,89.77,-0.410
185244,6312,0,4.580,89.92,-0.590
185256,6357,13,4.438,89.72,-0.480
185268,6361,1,4.589,89.87,-0.565
185280,6406,13,4.454,89.67,-0.524
185292,6226,0,4.453,89.82,-0.437
185304,6286,17,4.450,89.97,-0.409
185316,6106,0,4.407,89.77,-0.511
185328,6302,56,4.551,89.92,-0.158
185340,6449,95,4.699,89.72,0.211
185352,6508,17,4.578,89.87,-0.486
185364,6526,5,4.690,89.67,-0.459
185376,6858,95,4.839,89.82,-0.097
185388,6948,48,4.784,89.97,0.275
185400,7200,74,4.948,89.77,0.639
185412,7200,3,4.992,89.92,-0.561
185424,7200,12,5.000,89.72,-0.442
185436,7020,0,4.897,89.87,-0.490
185448,7174,44,5.000,89.67,-0.096
185460,7200,15,4.954,89.82,-0.469
185472,7200,9,5.000,89.97,-0.421
185484,7020,0,4.881,89.77,-0.482
185496,7200,64,4.968,89.92,-0.102
185508,7200,2,4.923,89.72,-0.549
185520,7020,0,4.912,89.87,-0.481
185532,7058,11,4.921,89.67,-0.497
185544,7200,65,4.982,89.82,-0.104
185556,7200,65,5.000,89.97,0.270
185568,7200,3,4.937,89.77,-0.476
185580,7200,41,5.000,89.92,-0.102
185592,7200,11,5.000,89.72,-0.543
185604,7020,0,4.902,89.87,-0.522
185616,6840,0,4.753,89.67,-0.524
185628,6660,0,4.716,89.82,-0.537
185640,6674,4,4.727,89.97,-0.503
185652,6709,10,4.676,89.77,-0.539
185664,6873,47,4.775,89.92,-0.167
185676,6940,19,4.829,89.72,-0.466
185688,6760,0,4.667,89.87,-0.432
185700,6963,58,4.816,89.67,-0.073
185712,7114,72,4.935,89.82,0.297
185724,6934,0,4.827,89.97,-0.561
185736,6993,17,4.860,89.77,-0.559
185748,7200,77,4.968,89.92,-0.182
185760,7200,4,5.000,89.72,-0.541
185772,7200,18,5.000,89.87,-0.515
185784,7200,16,5.000,89.67,-0.584
185796,7200,6,4.973,89.82,-0.583
185808,7200,10,4.954,89.97,-0.586
185820,7200,10,4.979,89.77,-0.457
185832,7200,7,4.965,89.92,-0.497
185844,7020,0,4.880,89.72,-0.481
185856,7083,18,4.922,89.87,-0.526
185868,7121,11,4.961,89.67,-0.440
185880,6941,0,4.815,89.82,-0.458
185892,6948,2,4.931,89.97,-0.461
185904,6962,4,4.897,89.77,-0.415
185916,7008,13,4.920,89.92,-0.428
185928,7141,38,4.956,89.72,-0.070
185940,6961,0,4.925,89.87,-0.500
185952,7017,16,4.895,89.67,-0.476
185964,7034,5,4.907,89.82,-0.485
185976,6854,0,4.730,89.97,-0.539
185988,6674,0,4.716,89.77,-0.579
186000,6863,54,4.780,89.92,-0.207
186012,6683,0,4.692,89.72,-0.563
186024,6715,9,4.765,89.87,-0.447
186036,6725,3,4.720,89.67,-0.571
186048,6545,0,4.622,89.82,-0.439
186060,6365,0,4.554,89.97,-0.437
186072,6185,0,4.469,89.77,-0.569
186084,6005,0,4.358,89.92,-0.598
186096,6072,19,4.451,89.72,-0.429
186108,6355,81,4.568,89.87,-0.067
186120,6175,0,4.407,89.67,-0.532
186132,6238,18,4.520,89.82,-0.477
186144,6058,0,4.461,89.97,-0.426
186156,5878,0,4.241,89.77,-0.397
186168,6225,99,4.450,89.92,-0.052
186180,6045,0,4.367,89.72,-0.434
186192,6101,16,4.418,89.87,-0.458
186204,6150,14,4.437,89.67,-0.509
186216,5970,0,4.196,89.82,-0.578
186228,6008,11,4.287,89.97,-0.571
186240,6148,40,4.411,89.77,-0.179
186252,5968,0,4.315,89.92,-0.439
186264,5979,3,4.397,89.72,-0.404
186276,6252,78,4.394,89.87,-0.047
186288,6072,0,4.354,89.67,-0.531
186300,5892,0,4.267,89.82,-0.447
186312,5712,0,4.116,89.97,-0.481
186324,5922,60,4.309,89.77,-0.118
186336,5983,34,4.294,89.92,0.265
186348,5803,0,4.209,89.72,-0.514
186360,5623,0,4.164,89.87,-0.483
186372,5443,0,4.061,89.67,-0.422
186384,5263,0,3.967,89.82,-0.459
186396,5083,0,3.816,89.97,-0.579
186408,4903,0,3.784,89.77,-0.535
186420,4723,0,3.681,89.92,-0.584
186432,4737,4,3.641,89.72,-0.402
186444,4936,57,3.715,89.87,-0.022
186456,4992,16,3.709,89.67,-0.483
186468,4812,0,3.747,89.82,-0.544
186480,4632,0,3.706,89.97,-0.402
186492,4452,0,3.524,89.97,-0.439
186504,4753,86,3.551,89.77,-0.066
186516,4573,0,3.598,89.92,-0.462
186528,4598,7,3.493,89.72,-0.539
186540,4769,49,3.586,89.87,-0.172
186552,4773,1,3.609,89.67,-0.485
186564,5007,67,3.945,89.82,-0.116
186576,5021,4,3.798,89.97,-0.485
186588,5326,87,4.002,89.77,-0.133
186600,5368,12,3.955,89.92,-0.426
186612,5714,99,4.122,89.72,-0.085
186624,5756,12,4.150,89.87,-0.584
186636,5791,10,4.153,89.67,-0.539
186648,5611,0,4.151,89.82,-0.548
186660,5431,0,4.071,89.97,-0.594
186672,5251,0,3.837,89.77,-0.516
186684,5269,5,3.890,89.92,-0.604
186696,5335,19,3.978,89.72,-0.533
186708,5367,9,4.038,89.87,-0.595
186720,5430,18,3.969,89.67,-0.554
186732,5489,17,4.025,89.82,-0.581
186744,5535,13,4.060,89.97,-0.579
186756,5355,0,3.974,89.77,-0.527
186768,5505,43,4.013,89.92,-0.179
186780,5565,17,4.115,89.72,-0.523
186792,5617,15,4.178,89.87,-0.551
186804,5437,0,3.956,89.67,-0.395
186816,5644,59,4.171,89.82,-0.027
186828,5724,34,4.170,89.97,0.329
186840,5544,0,4.069,89.77,-0.434
186852,5730,53,4.209,89.92,-0.081
186864,5758,8,4.218,89.72,-0.591
186876,5578,0,4.151,89.87,-0.439
186888,5398,0,4.018,89.67,-0.495
186900,5688,83,4.171,89.82,-0.124
186912,5820,76,4.199,89.97,0.231
186924,6222,93,4.482,89.77,0.629
186936,6348,38,4.644,89.92,0.480
186948,6365,5,4.556,89.72,-0.471
186960,6386,6,4.499,89.87,-0.542
186972,6206,0,4.374,89.67,-0.439
186984,6451,70,4.526,89.82,-0.055
186996,6658,99,4.665,89.97,0.305
187008,7024,78,4.842,89.77,0.660
187020,7034,3,4.889,89.92,-0.438
187032,7038,1,4.942,89.72,-0.446
187044,7200,72,4.961,89.87,-0.061
187056,7200,2,4.977,89.67,-0.538
187068,7200,11,5.000,89.82,-0.575
187080,7200,3,5.000,89.97,-0.583
187092,7200,16,5.000,89.77,-0.473
187104,7200,97,4.909,89.92,-0.098
187116,7200,32,5.000,89.72,0.277
187128,7020,0,4.939,89.87,-0.526
187140,7048,8,4.817,89.67,-0.569
187152,7104,16,4.904,89.82,-0.452
187164,7107,1,4.950,89.97,-0.578
187176,7121,4,4.953,89.77,-0.551
187188,7200,30,5.000,89.92,-0.180
187200,7200,19,5.000,89.72,-0.553
187212,7020,0,4.951,89.87,-0.544
187224,7058,11,4.961,89.67,-0.485
187236,7121,18,4.926,89.82,-0.450
187248,7125,1,5.000,89.97,-0.570
187260,7200,59,4.970,89.77,-0.229
187272,7200,9,4.978,89.92,-0.461
187284,7200,3,5.000,89.72,-0.521
187296,7020,0,4.852,89.87,-0.597
187308,6840,0,4.837,89.67,-0.525
187320,6868,8,4.768,89.82,-0.541
187332,7141,78,5.000,89.97,-0.166
187344,6961,0,4.852,89.77,-0.452
187356,6975,4,4.891,89.92,-0.445
187368,7020,13,4.923,89.72,-0.487
187380,7076,16,5.000,89.87,-0.453
187392,7200,45,5.000,89.67,-0.070
187404,7020,0,4.832,89.82,-0.459
187416,7030,3,4.934,89.97,-0.490
187428,7044,4,4.895,89.77,-0.468
187440,7200,82,4.973,89.92,-0.101
187452,7200,3,4.998,89.72,-0.470
187464,7200,35,4.955,89.87,-0.097
187476,7200,12,4.983,89.67,-0.425
187488,7200,73,5.000,89.82,-0.060
187500,7200,7,4.989,89.97,-0.445
187512,7020,0,4.864,89.77,-0.398
187524,6840,0,4.801,89.92,-0.406
187536,7057,62,4.966,89.72,-0.030
187548,7071,4,4.950,89.87,-0.481
187560,7078,2,4.861,89.67,-0.388
187572,6898,0,4.816,89.82,-0.587
187584,6947,14,4.818,89.97,-0.568
187596,6978,9,4.789,89.77,-0.432
187608,7111,38,4.999,89.92,-0.044
187620,7200,86,5.000,89.72,0.339
187632,7200,18,4.988,89.87,-0.512
187644,7020,0,4.893,89.67,-0.465
187656,7200,91,5.000,89.82,-0.107
187668,7200,2,5.000,89.97,-0.428
187680,7200,3,4.984,89.77,-0.416
187692,7020,0,4.927,89.92,-0.594
187704,7086,19,4.967,89.72,-0.567
187716,7090,1,4.851,89.87,-0.409
187728,7139,14,4.996,89.67,-0.466
187740,7149,3,5.000,89.82,-0.554
187752,7156,2,4.937,89.97,-0.562
187764,6976,0,4.801,89.77,-0.556
187776,7011,10,4.961,89.92,-0.458
187788,7053,12,4.921,89.72,-0.457
